curie,label,retrieved_at
UBERON:0001091,calcareous tooth,2026-09-04T16:38:26.469590
UBERON:0001708,jaw skeleton,2026-09-04T16:38:41.959264
UBERON:0001751,dentine,2026-09-04T16:38:29.465494
UBERON:0001754,dental pulp,2026-09-04T16:38:30.607954
UBERON:0003675,tooth crown,2026-09-04T16:38:45.834149
UBERON:0003677,tooth root,2026-09-04T16:38:31.587462
